"particip_code","rec_session","PE","rec_acc"
27,1,"high",1
27,1,"high",1
27,1,"medium",0
27,1,"high",0
27,2,"medium",0
27,1,"medium",1
27,1,"medium",1
27,1,"medium",1
27,1,"medium",0
27,1,"medium",1
27,1,"low",1
27,2,"low",0
27,1,"low",1
27,2,"medium",0
27,1,"medium",0
27,1,"high",1
27,2,"high",0
27,1,"medium",1
27,2,"low",1
27,2,"medium",1
27,2,"low",0
27,2,"high",0
27,2,"high",0
27,2,"low",0
27,1,"low",1
27,1,"medium",1
27,2,"high",1
27,2,"high",1
27,1,"high",1
27,1,"medium",1
27,1,"high",0
27,2,"medium",1
27,2,"medium",0
27,1,"medium",1
27,1,"medium",1
27,2,"medium",0
27,2,"low",0
27,1,"high",1
27,1,"low",0
27,1,"medium",1
27,1,"high",1
27,2,"low",0
27,2,"medium",0
27,2,"low",0
27,2,"high",0
27,1,"low",1
27,1,"low",1
27,1,"low",0
27,1,"medium",0
27,1,"low",1
27,2,"medium",1
27,1,"medium",1
27,2,"medium",0
27,1,"medium",1
27,1,"medium",0
27,2,"medium",0
27,1,"high",1
27,1,"medium",1
27,1,"high",1
27,2,"medium",0
27,1,"low",0
27,2,"medium",0
27,1,"low",0
27,2,"medium",0
27,1,"medium",1
27,1,"medium",0
27,2,"medium",1
27,1,"high",0
27,2,"medium",0
27,1,"medium",0
27,2,"high",0
27,1,"medium",1
27,1,"low",0
27,2,"high",0
27,1,"medium",1
27,2,"medium",1
27,2,"medium",1
27,2,"high",1
27,1,"low",0
27,1,"high",0
27,1,"high",1
27,1,"high",0
27,2,"medium",0
27,2,"medium",1
27,2,"low",1
27,2,"low",1
27,1,"medium",0
27,1,"low",0
27,1,"high",0
27,1,"low",0
27,1,"medium",0
27,1,"high",0
27,1,"low",0
27,1,"low",1
27,2,"high",0
27,1,"medium",1
27,2,"medium",1
27,2,"medium",0
27,1,"low",1
27,2,"low",1
27,1,"low",1
27,2,"low",0
27,2,"medium",0
27,2,"low",1
27,2,"high",1
27,2,"low",0
27,1,"low",0
27,1,"medium",0
27,1,"medium",0
27,2,"high",1
27,1,"medium",0
27,2,"high",0
27,2,"low",1
27,2,"high",0
27,2,"low",0
27,2,"low",0
27,2,"medium",0
27,1,"medium",0
27,2,"high",0
27,2,"high",1
27,2,"medium",0
27,2,"high",0
27,1,"low",1
27,2,"high",0
27,2,"medium",0
27,2,"medium",0
27,1,"high",0
27,2,"low",0
27,2,"low",0
27,2,"high",0
27,2,"medium",0
27,2,"high",0
27,2,"high",1
27,1,"medium",0
27,2,"low",0
27,1,"high",0
27,2,"low",1
27,1,"high",1
27,2,"high",0
27,1,"low",1
27,2,"low",0
27,1,"medium",0
27,2,"medium",0
27,1,"medium",1
27,2,"medium",1
27,2,"low",0
27,1,"low",1
28,2,"medium",0
28,1,"low",1
28,1,"high",1
28,2,"high",0
28,1,"high",0
28,1,"high",1
28,2,"medium",1
28,2,"medium",1
28,2,"medium",0
28,2,"low",1
28,2,"medium",1
28,1,"high",1
28,2,"high",0
28,2,"medium",1
28,1,"low",1
28,1,"medium",1
28,1,"high",1
28,1,"medium",1
28,2,"low",0
28,2,"medium",0
28,1,"medium",1
28,1,"high",0
28,1,"high",1
28,1,"medium",1
28,1,"high",1
28,2,"medium",1
28,1,"medium",1
28,1,"medium",1
28,1,"medium",1
28,1,"medium",0
28,1,"medium",1
28,1,"low",1
28,2,"low",0
28,1,"low",1
28,2,"medium",1
28,1,"medium",1
28,1,"high",0
28,2,"high",1
28,1,"medium",1
28,2,"low",1
28,2,"medium",0
28,2,"low",0
28,2,"high",1
28,2,"high",1
28,2,"low",0
28,1,"low",0
28,1,"medium",1
28,2,"high",0
28,2,"high",1
28,1,"high",0
28,1,"medium",1
28,1,"high",1
28,2,"medium",0
28,2,"medium",0
28,1,"medium",0
28,1,"medium",0
28,2,"medium",0
28,2,"low",1
28,1,"high",0
28,1,"low",1
28,1,"medium",0
28,1,"high",1
28,2,"low",0
28,2,"medium",1
28,2,"low",0
28,2,"high",0
28,1,"low",1
28,1,"low",1
28,1,"low",0
28,1,"medium",1
28,1,"low",1
28,2,"medium",1
28,1,"medium",0
28,2,"medium",0
28,1,"medium",1
28,1,"medium",1
28,2,"medium",0
28,1,"high",1
28,1,"medium",1
28,1,"high",1
28,2,"medium",1
28,1,"low",0
28,2,"medium",0
28,1,"low",1
28,2,"medium",0
28,1,"medium",1
28,1,"medium",1
28,2,"medium",1
28,1,"high",1
28,2,"medium",1
28,1,"medium",0
28,2,"high",1
28,1,"medium",1
28,1,"low",1
28,2,"high",0
28,1,"medium",1
28,2,"medium",0
28,2,"medium",0
28,2,"high",0
28,1,"low",1
28,1,"high",1
28,1,"high",1
28,1,"high",1
28,2,"medium",1
28,2,"medium",1
28,2,"low",0
28,2,"low",0
28,1,"medium",1
28,1,"low",1
28,1,"high",0
28,1,"low",1
28,1,"medium",0
28,1,"high",1
28,1,"low",1
28,1,"low",0
28,2,"high",1
28,1,"medium",1
28,2,"medium",1
28,2,"medium",0
28,1,"low",1
28,2,"low",0
28,1,"low",1
28,2,"low",1
28,2,"medium",1
28,2,"low",1
28,2,"high",0
28,2,"low",1
28,1,"low",1
28,1,"medium",1
28,1,"medium",1
28,2,"high",0
28,1,"medium",1
28,2,"high",0
28,2,"low",1
28,2,"high",0
28,2,"low",0
28,2,"low",1
28,2,"medium",1
28,1,"medium",1
28,2,"high",0
28,2,"high",1
28,2,"medium",1
28,2,"high",1
28,1,"low",1
28,2,"high",0
28,2,"medium",0
28,2,"medium",0
28,1,"high",0
28,2,"low",0
28,2,"low",0
28,2,"high",0
28,2,"medium",1
28,2,"high",0
28,2,"high",1
28,1,"medium",1
28,2,"low",1
28,1,"high",1
28,2,"low",0
28,1,"high",1
28,2,"high",1
28,1,"low",1
28,2,"low",1
28,1,"medium",1
28,2,"medium",0
28,1,"medium",0
28,2,"medium",1
28,2,"low",0
28,1,"low",1
29,2,"medium",0
29,1,"low",1
29,1,"high",1
29,2,"high",0
29,1,"high",1
29,1,"high",1
29,2,"medium",1
29,2,"medium",1
29,2,"medium",1
29,2,"low",1
29,2,"medium",1
29,1,"high",1
29,2,"high",1
29,2,"medium",1
29,1,"low",1
29,1,"medium",1
29,1,"high",1
29,1,"medium",0
29,2,"low",0
29,2,"medium",1
29,1,"medium",1
29,1,"high",1
29,1,"high",1
29,1,"medium",1
29,1,"high",0
29,2,"medium",1
29,1,"medium",1
29,1,"medium",1
29,1,"medium",1
29,1,"medium",1
29,1,"medium",1
29,1,"low",1
29,2,"low",0
29,1,"low",1
29,2,"medium",1
29,1,"medium",1
29,1,"high",1
29,2,"high",1
29,1,"medium",1
29,2,"low",1
29,2,"medium",1
29,2,"low",0
29,2,"high",1
29,2,"high",1
29,2,"low",1
29,1,"low",0
29,1,"medium",1
29,2,"high",1
29,2,"high",1
29,1,"high",1
29,1,"medium",1
29,1,"high",1
29,2,"medium",1
29,2,"medium",1
29,1,"medium",1
29,1,"medium",1
29,2,"medium",0
29,2,"low",0
29,1,"high",1
29,1,"low",1
29,1,"medium",0
29,1,"high",1
29,2,"low",0
29,2,"medium",1
29,2,"low",1
29,2,"high",1
29,1,"low",1
29,1,"low",1
29,1,"low",1
29,1,"medium",1
29,1,"low",1
29,2,"medium",1
29,1,"medium",1
29,2,"medium",0
29,1,"medium",1
29,1,"medium",0
29,2,"medium",0
29,1,"high",0
29,1,"medium",0
29,1,"high",1
29,2,"medium",1
29,1,"low",1
29,2,"medium",1
29,1,"low",1
29,2,"medium",0
29,1,"medium",1
29,1,"medium",1
29,2,"medium",1
29,1,"high",1
29,2,"medium",1
29,1,"medium",1
29,2,"high",0
29,1,"medium",0
29,1,"low",1
29,2,"high",0
29,1,"medium",1
29,2,"medium",0
29,2,"medium",0
29,2,"high",1
29,1,"low",0
29,1,"high",1
29,1,"high",1
29,1,"high",1
29,2,"medium",1
29,2,"medium",1
29,2,"low",0
29,2,"low",1
29,1,"medium",1
29,1,"low",1
29,1,"high",1
29,1,"low",1
29,1,"medium",1
29,1,"high",1
29,1,"low",1
29,1,"low",1
29,2,"high",1
29,1,"medium",1
29,2,"medium",1
29,2,"medium",0
29,1,"low",1
29,2,"low",1
29,1,"low",1
29,2,"low",0
29,2,"medium",1
29,2,"low",1
29,2,"high",1
29,2,"low",1
29,1,"low",1
29,1,"medium",1
29,1,"medium",1
29,2,"high",1
29,1,"medium",1
29,2,"high",1
29,2,"low",1
29,2,"high",1
29,2,"low",0
29,2,"low",1
29,2,"medium",1
29,1,"medium",1
29,2,"high",0
29,2,"high",1
29,2,"medium",1
29,2,"high",1
29,1,"low",1
29,2,"high",1
29,2,"medium",0
29,2,"medium",1
29,1,"high",1
29,2,"low",0
29,2,"low",1
29,2,"high",0
29,2,"medium",1
29,2,"high",1
29,2,"high",1
29,1,"medium",0
29,2,"low",1
29,1,"high",1
29,2,"low",1
29,1,"high",1
29,2,"high",1
29,1,"low",1
29,2,"low",1
29,1,"medium",1
29,2,"medium",1
29,1,"medium",1
29,2,"medium",1
29,2,"low",1
29,1,"low",1
30,2,"medium",0
30,1,"low",1
30,1,"high",1
30,2,"high",0
30,1,"high",1
30,1,"high",1
30,2,"medium",1
30,2,"medium",1
30,2,"medium",1
30,2,"low",0
30,2,"medium",1
30,1,"high",0
30,2,"high",1
30,2,"medium",0
30,1,"low",1
30,1,"medium",1
30,1,"high",1
30,1,"medium",0
30,2,"low",0
30,2,"medium",1
30,1,"medium",1
30,1,"high",1
30,1,"high",0
30,1,"medium",1
30,1,"high",1
30,2,"medium",1
30,1,"medium",1
30,1,"medium",1
30,1,"medium",1
30,1,"medium",1
30,1,"medium",1
30,1,"low",1
30,2,"low",0
30,1,"low",1
30,2,"medium",1
30,1,"medium",1
30,1,"high",1
30,2,"high",1
30,1,"medium",1
30,2,"low",1
30,2,"medium",1
30,2,"low",0
30,2,"high",1
30,2,"high",1
30,2,"low",0
30,1,"low",1
30,1,"medium",1
30,2,"high",0
30,2,"high",1
30,1,"high",1
30,1,"medium",1
30,1,"high",1
30,2,"medium",0
30,2,"medium",0
30,1,"medium",1
30,1,"medium",1
30,2,"medium",0
30,2,"low",1
30,1,"high",1
30,1,"low",1
30,1,"medium",0
30,1,"high",0
30,2,"low",1
30,2,"medium",1
30,2,"low",1
30,2,"high",0
30,1,"low",1
30,1,"low",1
30,1,"low",1
30,1,"medium",1
30,1,"low",0
30,2,"medium",1
30,1,"medium",1
30,2,"medium",0
30,1,"medium",1
30,1,"medium",1
30,2,"medium",1
30,1,"high",1
30,1,"medium",1
30,1,"high",1
30,2,"medium",1
30,1,"low",1
30,2,"medium",1
30,1,"low",1
30,2,"medium",0
30,1,"medium",1
30,1,"medium",0
30,2,"medium",0
30,1,"high",1
30,2,"medium",1
30,1,"medium",1
30,2,"high",1
30,1,"medium",1
30,1,"low",1
30,2,"high",1
30,1,"medium",1
30,2,"medium",1
30,2,"medium",1
30,2,"high",1
30,1,"low",1
30,1,"high",1
30,1,"high",1
30,1,"high",1
30,2,"medium",1
30,2,"medium",1
30,2,"low",1
30,2,"low",1
30,1,"medium",1
30,1,"low",1
30,1,"high",1
30,1,"low",1
30,1,"medium",1
30,1,"high",1
30,1,"low",1
30,1,"low",1
30,2,"high",1
30,1,"medium",1
30,2,"medium",1
30,2,"medium",1
30,1,"low",1
30,2,"low",1
30,1,"low",1
30,2,"low",0
30,2,"medium",1
30,2,"low",0
30,2,"high",1
30,2,"low",1
30,1,"low",1
30,1,"medium",1
30,1,"medium",1
30,2,"high",1
30,1,"medium",0
30,2,"high",0
30,2,"low",1
30,2,"high",1
30,2,"low",0
30,2,"low",0
30,2,"medium",1
30,1,"medium",1
30,2,"high",1
30,2,"high",1
30,2,"medium",0
30,2,"high",1
30,1,"low",1
30,2,"high",0
30,2,"medium",1
30,2,"medium",1
30,1,"high",1
30,2,"low",0
30,2,"low",1
30,2,"high",1
30,2,"medium",1
30,2,"high",0
30,2,"high",1
30,1,"medium",1
30,2,"low",1
30,1,"high",1
30,2,"low",0
30,1,"high",1
30,2,"high",1
30,1,"low",1
30,2,"low",1
30,1,"medium",1
30,2,"medium",1
30,1,"medium",1
30,2,"medium",1
30,2,"low",1
30,1,"low",1
31,2,"medium",1
31,1,"low",0
31,1,"high",1
31,2,"high",0
31,1,"high",0
31,1,"high",0
31,2,"medium",1
31,2,"medium",1
31,2,"medium",0
31,2,"low",1
31,2,"medium",1
31,1,"high",1
31,2,"high",0
31,2,"medium",0
31,1,"low",0
31,1,"medium",0
31,1,"high",1
31,1,"medium",1
31,2,"low",0
31,2,"medium",0
31,1,"medium",0
31,1,"high",1
31,1,"high",1
31,1,"medium",1
31,1,"high",1
31,2,"medium",1
31,1,"medium",0
31,1,"medium",1
31,1,"medium",1
31,1,"medium",1
31,1,"medium",1
31,1,"low",1
31,2,"low",0
31,1,"low",1
31,2,"medium",0
31,1,"medium",0
31,1,"high",0
31,2,"high",0
31,1,"medium",0
31,2,"low",1
31,2,"medium",1
31,2,"low",0
31,2,"high",1
31,2,"high",0
31,2,"low",0
31,1,"low",0
31,1,"medium",1
31,2,"high",1
31,2,"high",1
31,1,"high",1
31,1,"medium",0
31,1,"high",1
31,2,"medium",0
31,2,"medium",0
31,1,"medium",0
31,1,"medium",1
31,2,"medium",0
31,2,"low",1
31,1,"high",1
31,1,"low",1
31,1,"medium",1
31,1,"high",0
31,2,"low",0
31,2,"medium",0
31,2,"low",1
31,2,"high",0
31,1,"low",0
31,1,"low",1
31,1,"low",0
31,1,"medium",0
31,1,"low",0
31,2,"medium",0
31,1,"medium",0
31,2,"medium",0
31,1,"medium",1
31,1,"medium",0
31,2,"medium",0
31,1,"high",0
31,1,"medium",0
31,1,"high",0
31,2,"medium",0
31,1,"low",0
31,2,"medium",0
31,1,"low",0
31,2,"medium",0
31,1,"medium",1
31,1,"medium",1
31,2,"medium",1
31,1,"high",1
31,2,"medium",1
31,1,"medium",0
31,2,"high",0
31,1,"medium",1
31,1,"low",1
31,2,"high",0
31,1,"medium",1
31,2,"medium",0
31,2,"medium",1
31,2,"high",1
31,1,"low",1
31,1,"high",1
31,1,"high",1
31,1,"high",1
31,2,"medium",1
31,2,"medium",1
31,2,"low",0
31,2,"low",1
31,1,"medium",0
31,1,"low",0
31,1,"high",1
31,1,"low",1
31,1,"medium",0
31,1,"high",1
31,1,"low",1
31,1,"low",1
31,2,"high",0
31,1,"medium",1
31,2,"medium",0
31,2,"medium",1
31,1,"low",1
31,2,"low",0
31,1,"low",0
31,2,"low",0
31,2,"medium",0
31,2,"low",1
31,2,"high",0
31,2,"low",0
31,1,"low",0
31,1,"medium",1
31,1,"medium",0
31,2,"high",0
31,1,"medium",0
31,2,"high",0
31,2,"low",0
31,2,"high",0
31,2,"low",0
31,2,"low",0
31,2,"medium",0
31,1,"medium",1
31,2,"high",0
31,2,"high",0
31,2,"medium",1
31,2,"high",0
31,1,"low",0
31,2,"high",0
31,2,"medium",1
31,2,"medium",0
31,1,"high",0
31,2,"low",1
31,2,"low",1
31,2,"high",0
31,2,"medium",1
31,2,"high",1
31,2,"high",1
31,1,"medium",1
31,2,"low",1
31,1,"high",0
31,2,"low",0
31,1,"high",1
31,2,"high",0
31,1,"low",0
31,2,"low",0
31,1,"medium",1
31,2,"medium",0
31,1,"medium",1
31,2,"medium",0
31,2,"low",0
31,1,"low",1
32,2,"medium",0
32,1,"low",1
32,1,"high",0
32,2,"high",0
32,1,"high",1
32,1,"high",1
32,2,"medium",1
32,2,"medium",1
32,2,"medium",1
32,2,"low",0
32,2,"medium",1
32,1,"high",0
32,2,"high",1
32,2,"medium",1
32,1,"low",1
32,1,"medium",1
32,1,"high",1
32,1,"medium",1
32,2,"low",0
32,2,"medium",0
32,1,"medium",1
32,1,"high",1
32,1,"high",1
32,1,"medium",1
32,1,"high",1
32,2,"medium",1
32,1,"medium",1
32,1,"medium",0
32,1,"medium",1
32,1,"medium",0
32,1,"medium",1
32,1,"low",1
32,2,"low",0
32,1,"low",1
32,2,"medium",0
32,1,"medium",1
32,1,"high",1
32,2,"high",1
32,1,"medium",1
32,2,"low",1
32,2,"medium",1
32,2,"low",0
32,2,"high",1
32,2,"high",0
32,2,"low",0
32,1,"low",1
32,1,"medium",1
32,2,"high",0
32,2,"high",1
32,1,"high",1
32,1,"medium",1
32,1,"high",1
32,2,"medium",1
32,2,"medium",0
32,1,"medium",0
32,1,"medium",1
32,2,"medium",1
32,2,"low",1
32,1,"high",1
32,1,"low",1
32,1,"medium",1
32,1,"high",1
32,2,"low",1
32,2,"medium",1
32,2,"low",0
32,2,"high",0
32,1,"low",1
32,1,"low",1
32,1,"low",1
32,1,"medium",1
32,1,"low",1
32,2,"medium",0
32,1,"medium",1
32,2,"medium",0
32,1,"medium",1
32,1,"medium",0
32,2,"medium",0
32,1,"high",1
32,1,"medium",0
32,1,"high",0
32,2,"medium",0
32,1,"low",1
32,2,"medium",0
32,1,"low",1
32,2,"medium",1
32,1,"medium",0
32,1,"medium",1
32,2,"medium",1
32,1,"high",0
32,2,"medium",0
32,1,"medium",1
32,2,"high",1
32,1,"medium",1
32,1,"low",1
32,2,"high",0
32,1,"medium",0
32,2,"medium",0
32,2,"medium",1
32,2,"high",1
32,1,"low",1
32,1,"high",0
32,1,"high",0
32,1,"high",1
32,2,"medium",1
32,2,"medium",1
32,2,"low",0
32,2,"low",0
32,1,"medium",1
32,1,"low",0
32,1,"high",1
32,1,"low",1
32,1,"medium",1
32,1,"high",0
32,1,"low",1
32,1,"low",1
32,2,"high",0
32,1,"medium",1
32,2,"medium",0
32,2,"medium",0
32,1,"low",0
32,2,"low",0
32,1,"low",1
32,2,"low",1
32,2,"medium",0
32,2,"low",0
32,2,"high",0
32,2,"low",1
32,1,"low",1
32,1,"medium",1
32,1,"medium",1
32,2,"high",0
32,1,"medium",0
32,2,"high",1
32,2,"low",1
32,2,"high",0
32,2,"low",0
32,2,"low",1
32,2,"medium",1
32,1,"medium",1
32,2,"high",0
32,2,"high",0
32,2,"medium",0
32,2,"high",1
32,1,"low",1
32,2,"high",0
32,2,"medium",1
32,2,"medium",1
32,1,"high",1
32,2,"low",1
32,2,"low",0
32,2,"high",1
32,2,"medium",1
32,2,"high",1
32,2,"high",1
32,1,"medium",0
32,2,"low",1
32,1,"high",1
32,2,"low",1
32,1,"high",0
32,2,"high",0
32,1,"low",0
32,2,"low",0
32,1,"medium",0
32,2,"medium",1
32,1,"medium",1
32,2,"medium",1
32,2,"low",0
32,1,"low",1
33,2,"medium",1
33,1,"low",0
33,1,"high",1
33,2,"high",1
33,1,"high",1
33,1,"high",1
33,2,"medium",1
33,2,"medium",1
33,2,"medium",1
33,2,"low",0
33,2,"medium",0
33,1,"high",1
33,2,"high",0
33,2,"medium",1
33,1,"low",0
33,1,"medium",1
33,1,"high",0
33,1,"medium",0
33,2,"low",0
33,2,"medium",0
33,1,"medium",1
33,1,"high",1
33,1,"high",0
33,1,"medium",1
33,1,"high",1
33,2,"medium",1
33,1,"medium",1
33,1,"medium",1
33,1,"medium",1
33,1,"medium",1
33,1,"medium",1
33,1,"low",1
33,2,"low",1
33,1,"low",0
33,2,"medium",0
33,1,"medium",1
33,1,"high",1
33,2,"high",0
33,1,"medium",1
33,2,"low",1
33,2,"medium",1
33,2,"low",1
33,2,"high",0
33,2,"high",1
33,2,"low",1
33,1,"low",1
33,1,"medium",1
33,2,"high",0
33,2,"high",1
33,1,"high",1
33,1,"medium",1
33,1,"high",1
33,2,"medium",0
33,2,"medium",0
33,1,"medium",1
33,1,"medium",1
33,2,"medium",0
33,2,"low",0
33,1,"high",1
33,1,"low",0
33,1,"medium",1
33,1,"high",0
33,2,"low",0
33,2,"medium",1
33,2,"low",0
33,2,"high",1
33,1,"low",1
33,1,"low",1
33,1,"low",0
33,1,"medium",1
33,1,"low",1
33,2,"medium",0
33,1,"medium",1
33,2,"medium",1
33,1,"medium",1
33,1,"medium",1
33,2,"medium",1
33,1,"high",0
33,1,"medium",1
33,1,"high",1
33,2,"medium",1
33,1,"low",0
33,2,"medium",1
33,1,"low",0
33,2,"medium",1
33,1,"medium",1
33,1,"medium",1
33,2,"medium",1
33,1,"high",1
33,2,"medium",0
33,1,"medium",1
33,2,"high",1
33,1,"medium",1
33,1,"low",1
33,2,"high",1
33,1,"medium",0
33,2,"medium",0
33,2,"medium",1
33,2,"high",0
33,1,"low",0
33,1,"high",1
33,1,"high",1
33,1,"high",1
33,2,"medium",0
33,2,"medium",1
33,2,"low",0
33,2,"low",1
33,1,"medium",1
33,1,"low",0
33,1,"high",1
33,1,"low",1
33,1,"medium",1
33,1,"high",0
33,1,"low",1
33,1,"low",1
33,2,"high",1
33,1,"medium",0
33,2,"medium",1
33,2,"medium",1
33,1,"low",1
33,2,"low",1
33,1,"low",0
33,2,"low",0
33,2,"medium",0
33,2,"low",0
33,2,"high",1
33,2,"low",0
33,1,"low",0
33,1,"medium",0
33,1,"medium",1
33,2,"high",0
33,1,"medium",0
33,2,"high",0
33,2,"low",0
33,2,"high",1
33,2,"low",1
33,2,"low",1
33,2,"medium",0
33,1,"medium",1
33,2,"high",0
33,2,"high",1
33,2,"medium",0
33,2,"high",0
33,1,"low",0
33,2,"high",1
33,2,"medium",1
33,2,"medium",0
33,1,"high",0
33,2,"low",1
33,2,"low",0
33,2,"high",0
33,2,"medium",0
33,2,"high",0
33,2,"high",0
33,1,"medium",0
33,2,"low",1
33,1,"high",0
33,2,"low",0
33,1,"high",0
33,2,"high",1
33,1,"low",0
33,2,"low",1
33,1,"medium",0
33,2,"medium",1
33,1,"medium",0
33,2,"medium",1
33,2,"low",0
33,1,"low",1
34,2,"medium",1
34,1,"low",1
34,1,"high",1
34,2,"high",1
34,1,"high",1
34,1,"high",0
34,2,"medium",1
34,2,"medium",1
34,2,"medium",1
34,2,"low",1
34,2,"medium",1
34,1,"high",0
34,2,"high",1
34,2,"medium",1
34,1,"low",0
34,1,"medium",1
34,1,"high",1
34,1,"medium",1
34,2,"low",0
34,2,"medium",0
34,1,"medium",1
34,1,"high",1
34,1,"high",0
34,1,"medium",1
34,1,"high",1
34,2,"medium",1
34,1,"medium",1
34,1,"medium",1
34,1,"medium",1
34,1,"medium",0
34,1,"medium",1
34,1,"low",1
34,2,"low",1
34,1,"low",1
34,2,"medium",0
34,1,"medium",1
34,1,"high",1
34,2,"high",1
34,1,"medium",1
34,2,"low",1
34,2,"medium",0
34,2,"low",0
34,2,"high",1
34,2,"high",1
34,2,"low",0
34,1,"low",1
34,1,"medium",0
34,2,"high",1
34,2,"high",1
34,1,"high",1
34,1,"medium",1
34,1,"high",1
34,2,"medium",1
34,2,"medium",1
34,1,"medium",1
34,1,"medium",1
34,2,"medium",1
34,2,"low",1
34,1,"high",1
34,1,"low",1
34,1,"medium",1
34,1,"high",1
34,2,"low",1
34,2,"medium",1
34,2,"low",0
34,2,"high",0
34,1,"low",1
34,1,"low",0
34,1,"low",1
34,1,"medium",1
34,1,"low",0
34,2,"medium",1
34,1,"medium",1
34,2,"medium",0
34,1,"medium",1
34,1,"medium",0
34,2,"medium",1
34,1,"high",1
34,1,"medium",1
34,1,"high",1
34,2,"medium",0
34,1,"low",1
34,2,"medium",0
34,1,"low",1
34,2,"medium",0
34,1,"medium",1
34,1,"medium",1
34,2,"medium",1
34,1,"high",1
34,2,"medium",1
34,1,"medium",1
34,2,"high",1
34,1,"medium",1
34,1,"low",1
34,2,"high",1
34,1,"medium",1
34,2,"medium",1
34,2,"medium",1
34,2,"high",1
34,1,"low",1
34,1,"high",1
34,1,"high",0
34,1,"high",1
34,2,"medium",1
34,2,"medium",1
34,2,"low",1
34,2,"low",0
34,1,"medium",1
34,1,"low",1
34,1,"high",1
34,1,"low",1
34,1,"medium",1
34,1,"high",1
34,1,"low",1
34,1,"low",1
34,2,"high",1
34,1,"medium",1
34,2,"medium",1
34,2,"medium",1
34,1,"low",1
34,2,"low",0
34,1,"low",1
34,2,"low",0
34,2,"medium",1
34,2,"low",0
34,2,"high",1
34,2,"low",1
34,1,"low",1
34,1,"medium",1
34,1,"medium",1
34,2,"high",1
34,1,"medium",1
34,2,"high",1
34,2,"low",0
34,2,"high",1
34,2,"low",1
34,2,"low",0
34,2,"medium",1
34,1,"medium",1
34,2,"high",0
34,2,"high",1
34,2,"medium",1
34,2,"high",0
34,1,"low",1
34,2,"high",1
34,2,"medium",1
34,2,"medium",0
34,1,"high",1
34,2,"low",1
34,2,"low",1
34,2,"high",1
34,2,"medium",0
34,2,"high",1
34,2,"high",1
34,1,"medium",1
34,2,"low",1
34,1,"high",1
34,2,"low",0
34,1,"high",1
34,2,"high",1
34,1,"low",1
34,2,"low",0
34,1,"medium",1
34,2,"medium",1
34,1,"medium",1
34,2,"medium",1
34,2,"low",0
34,1,"low",1
